ID;PARENT_ID;NIMI;BANNER_URL;KUVAUS_FI;KUVAUS_SV;KUVAUS_EN;NIMI_EN;NIMI_SV;CollectionPAGELink
742;741;Translocalis – lehdistön paikalliskirjeet;images/collections/translocalis_banner.jpg;"Translocalis on digitaalinen tietokanta suomenkielisessä lehdistössä vuoteen 1885 mennessä julkaistuista, eri paikkakunnilta kirjoitetuista lukijakirjeistä. Translocalis-tietokannassa on 72 000 lukijakirjettä Suomesta ja ulkomailta. Kokoelman nimen sana <i>trans</i> viittaa jonkin yli, läpi tai halki menevään ja <i>localis</i> puolestaan tilaan tai paikkaan liittyvään.  Yhdessä Translocalis ilmaisee ylipaikallisuutta, jota 1800-luvun puolivälin suomenkielisen lehdistön paikalliskirjeet edustivat. Suomenkielinen lehdistö kehittyi nimittäin aluksi maanlaajuiseksi ja alkoi maakunnallistua sekä paikallistua vasta 1800-luvun loppupuoliskolla.

Paikalliskirjeistä rakentui suomenkielisessä lehdistössä ilmiö, joka laajentui 1800-luvun puolivälissä kokonaiseksi paikalliskirjekulttuuriksi. Se oli osa varhaisen kansalaisyhteiskunnan muotoutumista Suomessa. Kansalliskirjailija Aleksis Kivi kuvasi tätä kulttuuria Seitsemän veljeksen kuuluisassa kohdassa, jossa Eero sanomalehtiä lukiessaan ja kirjeitä niihin lähettäessään koki ”kotomaamme koko kuvan – sen ystävällisten äidinkasvojen” painumisen sydämensä syvyyteen. 

Translocalis 1775–1885 on Alfred Kordelinin säätiön rahoittama Suuri kulttuurihanke 2021–2023. Translocalis on toteutettu yhteistyössä Tampereen yliopistossa toimivan Suomen Akatemian Kokemuksen historian huippuyksikön (HEX) ja Kansalliskirjaston kanssa. <a target=""_new"" href=""https://tietolinja.kansalliskirjasto.fi/2022-2/2202-translocalis/"">Lue lisää Tietolinja-lehdestä</A>


## Translocalis-kokoelman käyttäminen

Kokoelmassa olevien kirjeiden tekstisisällöstä voi tehdä sanahakuja. Hakua voi rajata myös leikkeisiin liitettyjen kuvailutietojen (paikka, kirjoittaja jne.) avulla. Hakuja voi kohdistaa tiettyihin lehtiin ja rajata ajallisesti.

Avainsanat-kohdassa hakua pystyy rajaamaan & ryhmittelemään: 

translocalis_100:
-	Kirjeitä voi rajata ilmoitetun lähetyspaikan mukaan pitäjiin, kaupunkeihin, maakuntiin, maan osiin ja ulkomaihin.

translocalis_101:
-	Kirjeen lähetyspaikkakunta Suomessa vuoden 1860 pitäjä- ja kaupunkijaon mukaan tai ulkomaankirjeen lähetyspaikka

translocalis_102:
-	Kirjeen lähetyspaikkakunta Suomessa vuoden 1885 pitäjä- ja kaupunkijaon mukaan tai ulkomaankirjeen lähetysmaa vuoden 2023 tilanteen mukaisesti

translocalis_103:
-	Eri lehdissä julkaistut paikalliskirjeiden toisinnot, esimerkiksi kaikki Suomettaren toisista lehdistä lainaamat paikalliskirjeet

translocalis_104:
-	Kirjeessä käytetty nimimerkki

translocalis_105:
-	Kirjoittajan nimi (mikäli se on saatu selville)

translocalis_106:
-	Kirjoittajan ammatti tai asema (mikäli on saatu selville): esim. rusthollarit tai ruukkilaiset

translocalis_107:
-	Kirjoittajien ammatti- tai asemaluokitus: esim. talolliset, oppineet, torpparit, työläiset

translocalis_110:
-	Naisen kirjoittamaksi tunnistetut kirjeet

Esimerkkihakuja

•	Yksittäiseltä paikkakunnalta, esim. Rautalammilta lähetyt kirjeet: https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_101:1860:%20Rautalampi&resultMode=THUMB 

•	Naisten kirjoittamiksi tunnistetut kirjeet https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_110:nainen&resultMode=THUMB

## Viittausohje 

Esimerkki 1. Viittaus Translocalis-tietokantaan:

Heikki Kokko, Translocalis-tietokanta. Kansalliskirjaston digitaaliset aineistot 2023. <https://digi.kansalliskirjasto.fi/collections?id=742>. Luettu 9.2.2023.

Esimerkki 2. Viittaus yksittäiseen leikkeeseen, sen kuvailutietoihin: 

Heikki Kokko, Translocalis-tietokanta: Mikkeli 12.10.1855. Kansalliskirjaston digitaaliset aineistot 2023. <https://digi.kansalliskirjasto.fi/sanomalehti/binding/424948/articles/2839711>. Luettu 9.2.2023.

Yksittäisten paikalliskirjeiden tekstisisältöön viitattaessa viitataan lehteen, jossa kirje on julkaistu Kansalliskirjaston viittausohjeen mukaisesti. Translocaliksen käyttö ilmaistaan kuitenkin lähdeluettelossa (ks. esim. 1)";"Translocalis är en digital databas över läsarbrev från olika orter som publicerats i den finskspråkiga pressen fram till 1885. Databasen innehåller 72 000 läsarbrev från Finland och utlandet. Ordet trans i samlingens namn hänvisar till något som går över eller genom något och ordet localis till något som har att göra med ett utrymme eller en plats. Sammantaget anger Translocalis något platsöverskridande, vilket de lokala läsarbreven företrädde. Den finskspråkiga pressen utvecklades nämligen till en början som riksomfattande och började bli mer regional och lokal först mot slutet av 1800-talet.

Fenomenet med lokala läsarbrev utvecklades i mitten av 1800-talet till en hel kultur med lokala läsarbrev i den finskspråkiga pressen. Det utgjorde en del av utformningen av det tidiga medborgarsamhället. Aleksis Kivi beskrev denna kultur i det berömda avsnittet i <i>Sju bröder</i>, där Eero  när han läste dagstidningar och sände brev till dem upplevde hur vårt hemlands hela bild, dess vänliga modersansikte gick in i hans hjärta. 

Translocalis har finansierats av Alfred Kordelins stiftelse inom ramen för understödet Stora kulturprojekt 2021–2023. Translocalis har genomförts som ett samarbete mellan Nationalbiblioteket och Finlands Akademis spetsforskningsenhet för erfarenhetshistoria (HEX) vid Tammerfors universitet. <a href=""https://tietolinja.kansalliskirjasto.fi/2022-2/2202-translocalis/"">Ytterligare information på finska om Translocalis-projektet i tidskriften Tietolinja</A>.

## Användning av databasen Translocalis

Man kan söka på ord i textinnehållet i de brev som ingår i samlingen. Sökningen kan också avgränsas med hjälp av urklippens metadata (uppgifter om plats, skribent osv.) Det går att avgränsa sökningar enligt tid, eller till att bara inkludera vissa tidningar. Det är också möjligt att konvertera sökresultaten till ett Exceldokument.

Under alternativet nyckelord kan sökningen avgränsas på följande sätt. 

translocalis_100: 
-	Breven kan avgränsas enligt den angivna avsändningsplatsen enligt socknar, städer, landskap, landsdelar och länder.

translocalis_101: 
-	Brevets avsändningsort i Finland enligt socken- och stadsindelningen 1860 eller avsändningsort för utlandsbrev

translocalis_102:
-	Brevets avsändningsort i Finland enligt socken- och stadsindelningen 1885 eller avsändningsland för utlandsbrev enligt situationen 2023

translocalis_103: 
-	Återgivningar av brev som publicerats i olika tidningar, till exempel alla brev som Suometar lånat ur andra tidningar

translocalis_104:
-	Pseudonym som använts i brevet (om nämnd)

translocalis_105:
-	Skribentens namn (om det kunnat utredas)

translocalis_106:
-	Skribentens yrke eller ställning (om det kunnat utredas): t.ex. rusthållare eller bruksarbetare

translocalis_107: 
-	Klassificering av skribenternas yrke eller ställning (om det kunnat utredas): t.ex. hemmansägare, lärda, arbetare

translocalis_110: 
-	Brev som identifierats vara skrivna av kvinnor

## Exempel på sökningar 

•	Brev som sänts från en enskild ort, t.ex. Rautalampi: https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_101:1860:%20Rautalampi&resultMode=THUMB
•	Brev som identifierats vara skrivna av kvinnor: https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_110:nainen&resultMode=THUMB

## Anvisning för hänvisning 

Exempel 1. Hänvisning till databasen Translocalis:
Heikki Kokko, databasen Translocalis. Nationalbibliotekets digitala samlingar 2023. <https://digi.kansalliskirjasto.fi/collections?id=742>. Läst 9.2.2023.

Exempel 2. Hänvisning till ett enskilt urklipp, dess beskrivning: 
Heikki Kokko, databasen Translocalis: S:t Michel 12.10.1855. Nationalbibliotekets digitala samlingar 2023. <https://digi.kansalliskirjasto.fi/sanomalehti/binding/424948/articles/2839711>. Läst 9.2.2023.";"Translocalis is a digital database for reader letters written in different locations and published in Finnish papers up to the year 1885. The Translocalis database contains 72 000 reader letters from Finland and abroad. In the name of the collection, trans refers to an object going over or through something and localis refers to a space or location. Combined, Translocalis expresses something more than local, which these local letters represented. The Finnish-speaking press started out on a nation-wide level and became more regional and local only during the latter half of the 19th century.

In the Finnish-speaking press, the local letter phenomenon grew into an entire local letter culture in the middle of the 19th century. It was part of the formation of an early civic society. Aleksis Kivi described this culture in a famous part of The Seven Brothers where Eero, while reading newspapers and sending letters to them, experienced the “whole image of our homeland with its loving mother's face” entering his heart. 

Translocalis 1775–1885 is a major cultural project in 2021–2023, funded by Alfred Kordelin Foundation. It was implemented in collaboration with Academy of Finland’s Centre of Excellence in the History of Experiences (HEX), based in the University of Tampere, and the National Library of Finland. <a href=""https://tietolinja.kansalliskirjasto.fi/2022-2/2202-translocalis/"">Read more about the Translocalis project in the Tietolinja magazine</a>
  
## Using the Translocalis database

You can search for terms in the text content of the letters in the collection. You can also refine the search by using description details of the clippings (location, writer etc.). You can perform searches in specific papers and a specific time period. You can create an Excel file from the search results.

Under Keywords, you can limit the search as follows: 

translocalis_100: 
-	You can limit letters according to the reported sending location to villages, cities, regions and foreign countries.
translocalis_101: 
-	The sending address of a letter in Finland according to the Finnish rural municipality and city situation in 1860 or the sending address of letters sent abroad

translocalis_102:
-	The sending address of a letter in Finland according to the Finnish rural municipality and city situation in 1885 or the sending country of letters sent abroad according to the situation in 2023

translocalis_103: 
-	Copies of letters published in different papers, e.g. all letters that Suometar borrowed from other papers

translocalis_104:
-	The alias used in the letter (if mentioned)

translocalis_105:
-	The writer’s name (if known)

translocalis_106:
-	The writer’s profession or position (if known); e.g. farmers or ironworkers

translocalis_107: 
-	Writers’ profession or position classification (if known); e.g. farm owners, educated people, workers

translocalis_110: 
-	Letters identified as written by a woman

## Search examples 

•	Letters from an individual location, e.g. from Rautalampi: https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_101:1860:%20Rautalampi&resultMode=THUMB
•	Letters identified as written by women: https://digi.kansalliskirjasto.fi/clippings?keyword=translocalis_110:nainen&resultMode=THUMB

## Reference instructions 

Example 1. Reference to the Translocalis database:
Heikki Kokko, Translocalis database. National Library of Finland’s digital data 2023. <https://digi.kansalliskirjasto.fi/collections?id=742>. Read on 9 February 2023.

Example 2. Reference to an individual clipping and its description: 
Heikki Kokko, Translocalis database: Mikkeli 12 October 1855. National Library of Finland’s digital data 2023. <https://digi.kansalliskirjasto.fi/sanomalehti/binding/424948/articles/2839711>. Read on 9 February 2023.";Translocalis – local letters in the press;Translocalis – lokala läsarbrev i pressen;https://digi.kansalliskirjasto.fi/collections?id=742
841;24;Rintamalehdet;images/collections/lake.jpg;Rintamalehdet olivat sotilaille tarkoitettuja lehtiä. Virallisia rintamalehtiä julkaisivat tiedotuskomppaniat, epävirallisia joukko-osastolehtiä puolestaan aktiiviset rintamasotilaat. Jotkin lehdet ilmestyivät vain kerran, jotkin taas melkein päivittäin useita vuosia. Virallisemmat saatettiin julkaista painettuina, epävirallisemmat rintamaoloissa monisteina muutamana tai käsinkirjoitettuna yhtenä kappaleena.;Fronttidningarna var tidningar som riktade sig till soldater under krigstiden. Officiella fronttidningar gavs ut av informationskompanier och inofficiella truppförbandstidningar gavs ut av aktiva frontsoldater. Vissa tidningar utkom bara en gång medan andra utkom så gott som dagligen i flera års tid. De mer officiella tidningarna gavs eventuellt ut i tryck, medan tidningarna som framställdes vid fronten kanske utkom i några exemplar i form av kopior eller enskilda handskrivna exemplar.;"Frontline newspapers were publications intended for soldiers. Official frontline newspapers were published by information units, while unofficial unit newspapers were created by active frontline soldiers. Some newspapers were released only once, while others appeared almost daily for several years. The more official ones were often printed, whereas the less formal ones were duplicated as mimeographs or handwritten as single copies in the frontline conditions.

(Käännöslähde ChatGpt-3.5, 8.11.2023)";Newspapers and journals from the war front;Tidningar och tidskrifter från krigsfronten;https://digi.kansalliskirjasto.fi/collections?id=841
681;82;Aamulehti 1882;images/collections/sancol.png;OAI-PMH rajapinnan testikokoelma;Testsamling för gränsnittet OAI-PMH;OAI-PMH test collection;;;https://digi.kansalliskirjasto.fi/collections?id=681
721;381;Kielitiede;/images/collections/drott.png;;;;Linguistics;Lingvistik;https://digi.kansalliskirjasto.fi/collections?id=721
881;362;Kansalliskokoelman karttoja;images/collections/kar1.png;Kansalliskokoelman karttakokoelma sisältää karttoja, karttasarjoja ja kartastoja 1500-luvun lopusta nykypäivään.;I Nationalsamlingens kartsamling ingår kartor, kartserier och kartverk från slutet av 1500-talet fram till dags dato.;The National Collection's Map Collection includes maps, series of maps and atlases from the late-1500s to today.;Maps of National Collection;Nationalsamlingens kartsamling;https://digi.kansalliskirjasto.fi/collections?id=881
781;101;Amerikansuomalaiset lehdet;images/collections/kkgen.png;Amerikansuomalainen kokoelma sisältää Yhdysvalloissa ja Kanadassa julkaistua suomen-, ruotsin- ja englanninkielistä lehtiaineistoa.;Amerikafinländska samlingen ingår finsk-, svensk- och engelskspråkigt tidningsmaterial som getts ut i Förenta staterna och Kanada.;The Finnish American Collection includes material published in Finnish, Swedish and English in the United States and Canada;Finnish American papers;Amerikafinländska tidningar;https://digi.kansalliskirjasto.fi/collections?id=781
861;;Vapaat aineistot (lehdet);images/collections/kkgen.png;Vapaasti ladattavat aineistot (OAI-PMH käyttö);Tidningar som fritt kan laddas ner (OAI-PMH);Material for OAI-PMH use.;Open material (newspapers, journals);Öppet tillgängliga material (tidningar);https://digi.kansalliskirjasto.fi/collections?id=861
901;;Vapaat aineistot (kirjat);images/collections/kkgen.png;Vapaasti ladattavat aineistot (OAI-PMH käyttö);Böcker som fritt kan laddas ner (OAI-PMH);;Open material (books);Öppet tillgängliga material (böcker);https://digi.kansalliskirjasto.fi/collections?id=901
761;24;Käsityölehdet;images/collections/pie5.png;Käsityölehdiksi luokiteltuja lehtiä.;Tidningar med temat hantverk och handarbete.;Journals with genre handicrafts;Handicrafts;Handarbetstidningar;https://digi.kansalliskirjasto.fi/collections?id=761
801;24;Puutarhalehdet;images/collections/kkgen.png;Puutarhalehdiksi luokiteltuja lehtiä;Trädgårdstidningar;Gardening magazines;Gardening magazines;Trädgårdstidningar;https://digi.kansalliskirjasto.fi/collections?id=801
